index,sentimen,Tweet
5316,1,boleh bgttt hehe nanti aku kabarin lagi yaa 
5317,1,asekkkkk aku serangg ya kakkk 1 70 60 locomotor mortis 70 55 8
5319,1,haahahahaha nak lelaki melayu lagi tp susahlah aku perati je mana2 lelaki melayu yg hensem manis 
5320,0,ermm tk penah lgi rasenya mknn atas meja rmh aku tkde sapa jamah aku bgn mknn dh hbis adelah 
5321,1,harap bila dah kawin nanti setiap kali aku pandang suami aku setiap kali tu lah aku rasa pertama kali jatuh cinta dan saya 
5323,0,ngakunya missqueen tp beli dvd sama beli bluray jg aku ingin menghujat diriku sendiri
5326,1,jangan pernah sakiti sahabatmu karena sahabat adalah cara tuhan untuk menunjukkan bahwa dia tak ingin kamu sendirian
5327,1,haahhaah takdelah sendu inshaallah tak kahkahkah yakin je aku haaaa takdenya takde takde 
5328,0,kamu jangan penasaran ah 
5332,1,no matter what the situation remind yourself aku sahaja yang faham apa yang aku buat allah tolong kalau niat kit 
5335,1,sumpah ya daridulu kamu doang yg ngatain aku gemesin aku jadi makin yakin kalo km bohong lah knapa 
5336,1,hahahaha tak laa kali ni dia serious kotebab dia dah banyak kali cakap kat aku macam tu time jogging
5340,0,habis tu kerja ko apa do main game tgk instagram semua tu kee lepastu aku buat semua benda ehh ko ni memang babi laa 
5341,1,hahahahaha terhibur betul lah lol semua tempat dia tiful kan ingat ke aku sorang je perasan typo dekat caption tu 
5343,0,aku takut kau terajang orang tu je nanti
5344,1,aku ga berharap kmu nyesel setelah mungkin aku menghindar drmu aku cuma berharap kmu lebih baik dr kmu yg aku kena 
5345,0,ga usah comebackama aku bye 
5346,0,yen sampun mekaten merana uripku aku welasno kangmas aku mesakno aku aku nangis nganti metu eluh getih putih
5349,1,jurina san kapan datang ke jakarta yaa apa dia tunggu aku yang ke jepang wkkwkwkw candadoeloe aamiinin ajaa 
5353,1,hahahahha kau diam aku tengah jadi makmum oppa aku niolat jumaat ergh
5354,0,yang bukan kayak kamu tris
5355,1,ngekk lah terhibur aku 
5357,0,misalkan beneran terlaksana dua2nya aku ga paham nih 
5360,0,katanya dia pengkhianat nah pengkhianat darimananya ituu aku gangertii
5361,0,dah la pinjam hotspot orang lepastu bilalow dok maki2 internet org kau taktau aku nk guna internet punlowbb kau 
5364,0,kok aku kntol
5367,0,kembalikan mata kamu allah menitipkan matamu di dalam keadaan yang bersih maka kembalikan mata itu 
5370,1,bro anak ramai tu bukti jantan lelakiiapa cakap anak tu anugerah allah yang telah diberi kepada kita supaya ja 
5371,1,betul lah orang kata bila kita terlalu rapat satu hari kita akan renggang yang sangat renggang and now i believe those 
5372,1,hayuk lah kita ngehype bareng
5375,1,jadi begini sayang kamu hanya perlu memilih mana yang menginginkanmu hanya di saat waktu luangnya atau yang menginginkanm 
5376,0,kamu kenapa ehhh kok marahh 
5379,0,buat anak anak ku yang tidak bersungguh sungguh dalam pembelajaranmu hanya tidur main phone whatapps dan membuang wak 
5381,1,setuju bangettttt bulan ini ada dia nih diurabaya 
5382,0,komunis itu mirip seperti buaya kalau mulutnya menganga kita tidak tahu apakah dia sedang tersenyum atau siap siap men 
5385,0,salahnya karena kamu mengharamkan memilih pemimpin lalu letak haramnya dimana pilih pak klo anda cerdas tunjuk 
5386,1,kalau sayang dia berdoa pada allah minta allah jaga dia untuk kita 
5387,1,orang di header kamu kok ganteng dan menawan sekali siapa sih namanya
5391,0,saya anti pki pak ada masalah 
5392,0,innalillahi wainna ilaihi rojiun telah berpulang ke rahmatullah adinda kita rahmi hildayantikarna bencana gempa dan sua 
5394,1,saat kau berpikir tentang orang yang cantik dan tampan pikirkanlah bahwa kau adalah bagian dari mereka 
5395,0,kita suka crush tapi crush tak pandang kita itu perih kita suka crush tapi dia suka member kita itu teramat perih haha 
5397,1,ada rezeki sikit belanja lah kawan makan tak rugi pun malah bertambah lagi rezeki kita 
5398,0,bencana adalah bencana ada duka dan kehilangan ada saudara saudara kita yang butuh dukungan dan santunan kiranya tid 
5400,1,satu hal yg gw suka banget dari komunitas k pop thailand tuh mereka tertib banget walo gak digiring petugas pas n 
5401,1,selamat hari batik nasional identitas kita kebanggaan kita budaya kita budaya indonesia haribatiknasional 
5402,0,ibu dipukuli olehekelompok orang dibandung hingga babak belur innalillahiegituadisnya mereka memu 
5403,1,nctzh sayanggg morning kiss dulu dong nanti yaa hmm masi ngantuk ih kamu mah orang uda siap juga i 
5404,1,ini yg bikin kita dulu kerja dg tenang di aceh dan yogya 
5405,1,dapat info dari adek semoga kita semua terlindungi oleh tuhan ya 
5406,0,lebih baik kurang kawan daripada ramai kawan sebab takut mereka cakap belakang pasal kau dan tikam kau 
5408,0,ketika orang lain menilai mereka menilai apa yang mereka lihat dan pikirkan ketika mereka berpikir diriku buruk maka burukl 
5410,0,raja arabaudialman bin abdulaziz menelepon saya berbelasungkawa atas bencana gempa bumi dan tsunami diulawesi tengah sek 
5412,0,jujur sebenarnya kita tak boleh nak kata satu kejadian berlaku tu adalah bala kejadian yang berlaku di indo baru ni barangk 
5414,0,betul lah orang kata bila kita terlalu rapat satu hari kita akan renggang yang sangat renggang and now i believe thos 
5416,0,nyimak korban palu lagi cerita kondisi pas terjadi bencanaaat itu tidak ada pemerintah daerah yg hadir nggak ada satu 
5418,0,jadi student ni kena pandai bawa diri kena ingat tak semua kawan akan sentiasa ada dengan kita kalau tak boleh independe 
5419,1,parfume favorite yang sering kamu pake apa zee casablanka 
5421,1,ayooo buat kamu yang mau dukung langsung kontestan favoritmu buruannn datang ke teater garuda tmii amp hubungi nomor tele 
5422,0,dari mereka yg dulu sempat kemakan fitnah soal fpi 
5423,0,hati2 dgn rezim otoriter orde baru yg berupaya bangkit dari kuburnya dgn menebar isu pki dsb jangan buang waktu deba 
5424,0,tapi jujur nder omongan kamu bikin saya sakit hati loh saya sama army yang lain ngevote sana sini sampe bts 
5425,1,drama allahwt sungguh luar biasa dia buka bobroknya rezim ini satu per satu dengan menun 
5427,0,jangan memaksa kamu bukan siapa siapa 
5428,1,meski kanker paru stadium 4b saya tetap berusaha melayani media dan masyarakat dengan baik untuk rekan penyintas kanker j 
5429,1,hidup ini kamu yg jalani lakukan apapun yg ingin kamu lakukan tapi pastikan itu sebuah cerita yg kelak pantas tuk diceritakan 
5437,1,setiap orang memerlukan dorongan dan pujian untuk tumbuh jangan cepat mencela ingat kamu dapat mengkritik tanpa harus mencela 
5439,1,pak topo semoga sehat kembali tapi kenapa mention raisa pak kalau belum bisa move on dari raisa kontak saya pak nanti 
5441,0,ibu ratnaarumpaet dalam kondisi babak belur pagi ini rumahakit masih dirahasiakan karena beliau masih dalam kondisi trau 
5444,0,thank youeptember what i learn from you biar la orang buat jahat dengan kita amp kita terima je la manusia dengki ni ada 
5446,0,support brother kita ni walaupun tutup muka tapi apa yang dia katakan betulpread this sampai dato alif delete mv bodoh 
5447,0,saat suatu hubungan berakhir bkn berarti 2 org berhenti saling mencintai mereka hny berhenti saling menyakiti 
5448,0,jangan iri atas keberhasilan oranglain karena kamu tidak mengetahui apa yang telah ia korbankan untuk mencapai keberhasilannya itu 
5449,1,untuk mencapai tujuan akhirmu kamu harus bersabar tobi
5450,1,bisa membuat rakyat gembira meski tanpa diberi hadiah sembako atau sepeda dah cukup lah itu 
5451,0,dan janganlah kamu mengusir orang orang yang menyeru tuhannya di pagi dan petang hari sedang mereka menghendaki keridh 
5454,0,kita dah buat yang terbaik tapi masih tetap rasa kecewa 
5456,1,kebahagiaan hanya akan menjadi nyata saat kita berbagi jalanjalanin
5459,0,dri pada kamu tuh rinso meong
5461,0,tidakemua mimpi dan harapan akan terwujud sesuai dengan keinginan kita orochimaru naruto
5465,1,sehebatepaduekuat macam mana pun hubungan persahabatan kitaatu je aku mintak jangan kacau time aku nkolat 
5466,1,kenapa orang ingat ex tinggal kita sebab rupa eh tak semestinya lol 
5467,0,kebanyakan manusia akan sentiasa nampak 1 kesilapan yang kita lakukan walaupun mungkin kita telah buat 1000 kebaikan 
5468,0,jika benar dianiaya artinya mereka sudah mulai https 
5469,0,kita semua ada stalker omgiapa punya bf or gf yang jealous lalutalk 
5470,0,dari awal kan sudah jelas kalau hanya sekelas tukang mebel tidak akan mampu mengurus negaraebesar indonesia kita but 
5472,1,coba dong kalimat sabar ya kalau jodoh gak ke mana diganti dengan relain aja nanti juga kamu paham alasannyaeenggak 
5473,1,ada orang rindu kita 
5474,1,yeeeaaaayyyy wargaurabaya kudu ikut bangga ketika bu risma akhirnya meraih 2018 un habitatcroll of honour aw 
5477,1,raisameetsutopo raisameetsutopo raisameetsutopo mari kita wujudkan 
5478,0,nanti kita akan mendengar polisi kesulitan menangkap pelaku 
5479,0,setinggi apapun lulusan universitasmu setinggi apapun kecerdasanmu bila berada dikubu sebelah jgn harap kalian bisa ce 
5480,0,ngangkang nih aku siap ditusuk kamu 
5481,1,di grup2 wag pada ngomongin gempa postang posting artikel geologi bagus biar pada kita semua peduli kita ini tinggal 
5483,0,pengamal seks tanpa kawin kalau betul anggap perbuatan itu baik mesti dia suka bila anak dara dia diusung lelaki bel 
5486,1,emak emak di bali yg bergabung ke dlm pun ingin 2019gantipresiden yes yes yes yuk mak kita dukung 
5487,1,selamat hari batik nasional mari kita jaga warisan budaya indonesia batik indonesia nasionalisme eztudia 
5488,0,memberi kamu kesempatan lagi sama seperti menusuk pisau ke jantung saya lagi 
5490,0,pt emm dalam pengaduan ke dpraenin 1 10 mereka menolak eksploitasi oleh pt emmebagaimanaikap warga beu 
5494,0,mungkin mereka lelah 
5495,1,bantulah saudara2 kami tuhan selamatkan mereka semua jauhkan saudara2 kami dr segala cobaan dan marabahay 2019tetapjokowi
5499,1,pancasila mengajarkan kita bagaimana gotong royong bekerja sama toleransi dan menjadi indonesia ditengah kedukaan menda 
5500,0,astagfirullah nakal kamu y
5501,1,dear team fpi dari rakyat indonesia mengucapkan terima kasih yg tak terhingga atas pengorbanan waktu tenaga demi membantu 
5502,0,jangan iri kamu punya pacar sendiri
5503,1,semoga swt menjadikan kita orang yang memiliki ilmu dan tak pernah lelah untuk mencari ilmu 
5505,1,omg kamu harus melihat ini bigolive gt tipis guys 
5509,0,tak kunjungi korban gempa nanti malah merepotkan tim gabungan tni polisi amp basarnas perl 
5513,0,waduh kebangetan sama emak2
5516,1,abis pelukan kamu hangat siiih
5517,0,kita bertanya bang cepat tanggap kasus lain tp tuli dan lamban manakala peristiwa menyangkut lapindo 
5518,0,katanya pemain inti dihukum 5x tanpa main lalu supporternya ko cuma setengah musim mereka kan pembunuh jangan ditutupin
5520,0,hanya rindu ok fiks aku rindu saat dimana kita kumpul bareng baek bareng bandel bareng apalagi sama ade kelas 
5522,0,aerizenini mutualanama aku kita nangis barengan huhuhuhuhu auto follback ya dn aku ada buahemangka nya
5523,0,kamu ganteng ih tapi nyebelin ah gt lt 
5524,1,polpolan polingpolingcantik todei motif batik yg kamu suka 
5526,1,asik yaa twitteran terus nengok ngeliatin doang belajar caa lha kamu belajar ga engga hahahaha yeu pen gua tebas rasanya 
5527,0,alamak nih peritt wehhh lagi perit dari dia blurr kan gambar kitaaa 
5529,0,kita putus ya kamu terlalu baik buat aku oh iya tentuuuu aku emang baik aku emang ga pantas sama kamu yang bajingan 
5530,0,jadi intinya kalau kamu jatuh cinta ya harus siap untuk patah hati karena orang yg kamu percayai untuk menjaga hatimu baik 
5532,1,hug kita hahaha charrrrrrr
5533,1,kita harus mendukung batik sebagai salah satu industri kreatif yang dapat menggerakkan ekonomi nasional 
5535,1,patut dicoba btw rambut temen kamu mau jadi halus dan lembut 
5536,0,lebih baik ditinggalkan ketimbang meninggalkan karena hanya mereka yang ditinggalkan yang punya energi berlipat lip 
5539,1,beranilah keluar dari zona nyaman beranilah melakukan apapun yang tidak kamu sukai asalkan itu untuk kebaikan k 
5540,1,hahahaha pun bolehh kang suami takda bgthuu kalau free kita keluarr
5542,1,pergilah ke panti asuhan agar tau nikmatnya msh punya org tua yg menyayangi mari sayangi org tua kita 
5543,0,warga donggala membantah ada penjarahan kepada antara yang menjadi media pertama yang menemui mereka mereka mengharapkan 
5545,1,perangai mana2 cina memang begini maka jadikan peringatan kos anak cucu kita pesan2 baik bhw berbaik sesama manusia krn 
5546,0,sulit tuk ucapkan selamat tinggal pada dia yg kamu cinta tapi lebih sulit lagi ketika kenangan bersamanya tak hilang begitu saja nreal
5549,1,apabila suatu hari nanti terjadi hal hal di luar ingin kita aku ingin kamu percaya bahwa untukmu aku akan selalu ada m 
5553,1,selamat pagi menjelang siang taukah kamu kalau semakin hari aku semakin sayang 
5554,1,persoalannya kita ni bile nk berjodoh ni 
5555,0,ini perlu kita tag gak orangnyai jijiq itu
5557,1,ini bukan persaingan politik ini soal rakyat prestasi bapak juga adalah prestasi pemerintahan jokowi jk secara umum 
5559,1,jatuh cinta itu dek tentang pantas atau tidak pantas tentang siap atau tidak siap tentang berjuang atau tidak berjuang ja 
5562,0,si goblok udah tau sakit tetep ditungguin tetep diliatin kurang tolol apa kamu nak 
5563,1,tapi kalo kata emak gua asal kamu bahagia dan tetap di jalan tuhan sama siapa aja mami restuin darip 
5564,1,fan kita hahahahahaha
5565,1,orang yg sukses adalah mereka yg mempersiapkan masa mudanya dengan sebuah perjuangan 
5567,0,kadang kita mudah dendam tapi sulit untuk membalasnya jadi daripada membuang waktu menyimpan yang tak seharusnya lebih b 
5569,1,rebutlah peluang untuk beribadah tanpa mengira waktu dan usia sebab kita tak tau bila tiba giliran kita untuk bawa amalan ki 
5570,1,12 08 gunakan jalur sesuai ketentuan jangan melawan arus krn rawan kecelakaan kesadaran kita keselamatan semua 
5571,1,pasokan bbm untuk provinsiulawesi tengah sudah jalanemoga cepat dan selamat sampai di tujuan agar saudara2 kita diula 
5573,0,masyaallah satu kampung pula sama aceh macam mana ini wak tak pernah ceritanya kamu itu 
5574,0,ngga selamanya orang lain akan menerima atau membalas kebaikan kita cukup tauin aja jangan dibikin kecewa karena itu wa 
5575,1,hahahahaaya jd tempat curhat kamu ya dek 
5577,0,kadang kamu memilih tuk sendiri karena lebih baik persiapkan diri tuk pantas dicintai ketika dia yg tepat menghampiri 
5578,0,banyak orang yang kesulitan meraih kesuksesan hal ini terjadi bukan karena mereka tidak memiliki pengetahuan namun gagal memaham 
5580,1,paling suka kalau udah ngusung konsep latin gak tau kenapa suara mereka cocok 
5581,1,kamu jugaaa 
5582,1,jangan diam saja mari kita kawal untuk melawan ketidak adilan ini lawankemustahilan semoga ada tindakan cepat da 
5583,1,nabi isa disebut ruhul kudus ruh suci ataujiwa yg suciudah bersihkah jiwa hati kita kalau 
5588,0,induk dari semua masalah adalah rasa dimana kamu merasa sangat tertekan karna membebani seseorang yang telah melahi 
5589,1,harta momy amp papa berbuat baiklah kepada anak amp didiklah mereka sebaiknya kerana mereka amanah allah yg paling 
5592,0,mungkin dengan diam kita lebih faham erti kehilangan tanpa pernah ditinggalkan 
5593,0,sebagai jomblo sejati mungkin kita cuma bisa mencintai dengan tulus dan tak pernah ada respon 
5595,1,selamat ya kamu mutual aku 
5596,0,video dari pemerintah tidak ada bantuan kita butuh makan bantuan logistik yang tak kunjung datang membuat korban g 
5598,0,jika kehilangan tak mampu memberi pelajaran mungkin tuhan punya rencana lain untukmu atau memang kamu terlalu bebal 
5599,1,setakat ini yang betul betul dan bersungguhungguh buat kerja aku tengok ialah engkau ada masalah apa 
5600,0,tombol block itu hanya akan memperpanjang drama tombol mute adalah solusi agar timeline bersih dari konten orang2 yg gak 
5601,0,aruna besok coba mie pontianak yuk lho kamu kan muslim kok makan makanan ga halal sih iya ga pake jilbab lagi g 
5602,0,taknak salahkan parents sebab parents pun mungkin ada struggle yang kita tak tahu tapi nak highlight kat sini yang kanak2 
5604,0,hendaklah mereka mereka yg memandang bahwa menikah itu pintu rezeki memikirkan ulang pandangannya ituebab banyak sekali 
5606,1,lakukan yang terbaik dalam segala hal karna mengeluh itu gak akan menghasilkan apa apa kerjakan bagian kita dan b 
5607,1,hahahahaha at least kita tau mana daun kari 
5609,0,gak semua org berpikiran sama dg kamu sayangku tapi kalo kamu mikir gitu ya alhamdulilah karna sejat 
5610,1,astaghfirullah semoga allah melindungi saudara saudara kita disana dan semoga tidak ada korban jiwa
5611,0,turut berdukacita atas saudara kita yang mengalami musibah tsunamiemoga keluarga yang ditinggal korban jiwa diberi ket 
5613,0,saat ini cuma foto kamu yang menemani aku cepat pulang agar aku tak perlu
5614,1,semoga dosa mereka diampuni 
5616,0,mengerikan sekali ribuan orang terpendam dibawah tanah sedalam 20 meter kita doakan semoga tuhan memberikan keajaiban dan m 
5617,1,mari jaga bumi bersama sama dengan bertanggung jawab terhadap sampah yang kita hasilkan serta menggunakan produk da 
5621,1,walau seteruk amp tersasar mana pon kita tetaplah jaga solat 5 waktu kerana solat merupakan komunikasi kita dengan pencipta 
5624,1,kebijaksanaan adalah kemampuan untuk menggambarkan orang lain sebagaimana mereka melihat diri mereka sendiri
5626,0,bagaimana kalau kita balikan ke mantan yang pernah sakiti kita gak ada yg salah dengan balikan sama mantan perb 
5628,0,sampai sini sajalah persahabatan kita ada kesalahan kita boleh tegur dan maafkan ada pula yang melampaui nilai keman 
5633,0,ribet kalo punya pacar followersnya syg aku kangen kamu kangen apa sange hah kata guru aku kalo kan 
5636,0,mereka sibuk menyebarkan informasi bahwa di fitnah sebagai penculik padahal prabowo nya sendiri mengakui bahwa 
5637,0,senyum dengan senyum boleh hide apa yang kau hadapi apa yang kau rasa apa yang kau pendam dia boleh hide semua n 
5639,0,mengapa takut pada lara sementara semua rasa bisa kita cipta 
5640,0,astagfirullahaladzim apa mereka ini 
5641,0,situasinya sudah tidak normal lagi menjadi kriminal kalau seperti ini mencegah dan tidak kondusif coba mereka 
5645,1,jangan mudah terpesona oleh rupa yang indah karena hati yang indah lebih menuntun kita pada kebahagiaan
5647,1,ayok kita kencan 
5648,0,iya njir ga ngerti lagi sama mereka 
5650,1,untukmu yang bukan siapa siapaku banyak harap yang aku semogakan agar aku dan kamu menjadi masa depan cielah receh bet dahh 
5651,0,jika hidup ini mudah kamu tak akan mikir tiap malam berusaha mencari tahu mengapa kamu masih jomblo hingga saat ini 
5653,1,hidup itu seperti kopi akan enak diminum jika kamu tau bagaimana cara menikmatinya 
5654,1,selamat hari batik nasional identitas kita kebanggaan kita budaya kita yuk lebih sering kenakan batik sebagai 
5656,0,muslim malaysia jangan sombong atau merasa suci kerana tiada tsunami barangkali kita sedang di uji dengan nikmat istidraj 
5657,0,lah situ ditegor polisi malah bilang abis ngiris singkonguami kamu pembunuh 
5658,0,belakangan berceceran bukti2 ttg fpi jiwa merah putih mereka kecintaan nkri mereka gerakan kemanusiaan mereka kelem 
5661,0,apakah erti kebebasan kita bebas sekiranya tidak meminta sesuatu tidak mengharapkan sesuatu dan tidak bergantung pada 
5663,0,aneh jika kader golkar sejati memihak jokowi anti prabowoama saja kader golkar itu durhaka sama orang tua krna tergoda 
5666,1,kau punya sahabat sejati yg takkan meninggalkanmu maupun menghianatimu mereka yg pantas diperjuangkan 
5674,0,ada banyak sebab kenapa allah tarik dia dalam hidup kita mungkin kita belum cukup kuat untuk mengharungi macam2 dugaan yan 
5675,0,masih bersama dingin dan secangkir kenangan serta kerinduan tentang kamu sayang 
5679,0,untuk apa masih berpegangan bila hanya mendung hitam yang datang dan jerit tangis yang berjatuhan pelukanpun tak lagi me 
5680,1,aku mendapatkan hikmah bahwa menjd sales bukanlah sesuatu yang mudah jika kita ingin mencetak hasil yang memuaskan
5683,1,share dong kamu kalo beli belanja on line yang paling membuat mu nyaman dan yakin apa ya testimoni kah jumlah fo 
5685,0,penat betul jaga hati orang ni dah lah taknak hargai tak peduli pulak tu kita sakit ke sedih ke 
5687,0,doktrin macam apa yg masuk ke otak merekaungguh mabuk agama lebih bahaya dari pada mabuk apapun kalo baca yg kaya g 
5688,0,kita adalah tempat tinggal sementara bagi orang orang yang hadir hanya untuk mampir
5689,1,kita yang men drive kemauan kita
5692,0,penjarahan apapun tidak boleh ditoleransi toleransi pd perilaku penjarahan akan berakibat chaos yang merugikan banyak p 
5694,0,tidak membalas line chat lebih dari 5 menit keyboard handphone seorang pemuda berubah tema jadi wajahnya sendiri 
5696,0,resiko mencintaimu tidak ada jaminan kamu mencintaiku juga 
5697,1,semoga allah jadikan ibu kita wanita ahli syurga aamiin 
5698,1,manado peduli pemerintah kota manado membuka posko bantuan untuk disalurkan kepada saudara saudari kita yang mengalami m 
5699,0,mak mana kamu tahu isu isu semasa ni me 
5700,0,kok kamu gakeneng 
5704,1,info menarik terbaru tentang penanganan gempa palu dan donggala timar bandungiapkan dua alat 
5706,1,selama 1 minggu ini pak dan memutuskan untuk berkegiatan di jakarta untuk mengumpulkan bantuan dan mend 
5707,0,ngga selamanya orang lain akan menerima atau membalas kebaikan kita cukup tauin aja jangan dibikin kecewa karena itu wa 
5709,1,pancing petani prihasto juga melihat program tersebut juga ternyata membawa dampak positif kepada petanialah 
5711,1,act membuka kesempatan bagiahabat untuk menyalurkan bantuan bagi saudara kita yang terdampak gempa di palu dan dongga 
5713,0,pas hbs baca aku langsung mikir msh ada yg lbh goblok dari gue lol
5714,1,halo frinz bcs malem ini aku berhasil dibikin terkedjoed dan nanges kejer gegara oknum aku mau giveaway p 
5715,1,10tahun terima kasih kerana banyak mengajar aku banyak benda dan erti dalam hidup terima kasih untuk dunia yang indah terima 
5716,1,allah ta ala berfirman aku sesuai persangkaan hamba ku aku bersamanya ketika ia mengingat kuaya mmilih brprasangk 
5718,1,twitter please do your magic namanya pak edy sy mau mengajak kalian untuk membantu pak edy melawan penyakit gak mau 
5720,0,tak berapa nak scam la just plain naivety user id dgn password dh kena phished tu nmpak sedikit reckless org tu call m 
5721,0,ehh tak faham la spesis macam kau ni pung pang pung pang cakap kena sound dengan big boss pasal kerja aku pastu 
5723,0,innalillah biadab dan sangat tidak prikemanusiaan 
5727,0,hospital is canceled 
5729,0,rlt abis liat foto ayah kok jd keliatan tambah tua trs kepikiran anaknya maksiat trs kok jahat bngt ya udah diurus dr k 
5731,1,ab ayoo yangeneng exo kambek dan avanyapeedometer mutualan kuy autofollback yaa dn ku ada exo kambek woy 
5734,1,setiap manusia hakikatnya terlahir dengan sebuah perbedaan masing masing oleh karena itu sudah seharusnya masing masing 
5736,1,yuk ikut tebakanakulaku lengkapi kata kata diatas dan 2 orang yang beruntung akan mendapatkan voucher kfc 100k dan vouche 
5737,1,mau cepet kurus gausah cape cape olah raga minum cmp aja d dijamin cepet kurus dan lebih sehat d 
5738,0,udah biasa sih temen model begini ga kaget ga marah juga ga diucapin yg penting gue masih nafas masih 
5740,1,ia bethannyamos sedang berusaha keras untuk tidak tertawa di sini melihat tingkah gegabah 
5741,0,secanggih canggihnya google maps dan waze ga akan tau jalan mana yg dipake hajatan
5742,1,aku nak kongsi satu kisah pasal perubahan dan istiqamah ada sorang kawan level adik adik ada masalah dengan gangste 
5744,1,1 of 365 welcome 2018 harap semuanya baik baik sahajaemoga lebih indah tenang dan harmoni aamin 
5745,0,pesan bernas pedoman pilpres 2019 menuju indonesia majutop konflik debat ideologi tanpa ujungekarang jamann 
5748,0,di saat fpi lagi sibuk2nya bantu korban bencana alam di palu dan donggala ada saja pihak2 yg fitnah fpi 
5749,0,ya semoga sampean dan keluarga sampean nga ada yang buka usaha toko trus tiba tiba terjadi bencana eh barang dagangannya dija 
5751,0,11oal jadup rp 10 000 per orang mereka minta segera direalisasikan korban gempa kesulitan dapat pekerjaan dan pendapata 
5754,0,baru kali ini penanganan bencana benar2 kacau balau sebelum jokowi bencana juga ada tapi gak kayak gini situasinya teri 
5755,0,apa kepercayaan anda sehingga semua hrs ikut tafsir anda bagaimana dgn track record anda sendiri kl 
5756,1,posko peduli palu di gorontalo di kampus unu gorontalo posko ini juga sedang mengirim bantuan ke palu dan masih bisa mene 
5757,1,pendekatan pembangunan daerah tertinggal berbasis seni dan budaya diharapkan dapat berkontribusi dalam pelestarian kearifan 
5760,1,salam hormat buat pakby beliau benar benar pemimpin dan memimpin
5761,1,ik mutualan kuy hanya ikonics ya no mulfan no ygstan dan no pinkon shipper 
5764,1,sesungguhnya apabila seseorang terlilit utang maka bila berbicara ia akan dusta dan bila berjanji ia akan pungkiri hr al bukh ri 
5765,0,save ouroccer bebaskan sepak bola kita dr pengurus sinis pemain bengis dan suporter sadis 
5766,1,datang turki kalau tak singgah tempat ni memang rugi hierapolis dan cotton castle denizli pamukkale matahari terik ta 
5767,0,dari hari pertama banser juga sudah turun emang harus lapor kamu 
5769,1,keren ya barisan emak2 pembawa panji tauhid dan komunitas scooter hijrah di acara pawai tauhid tadi pagi islamselamatka 
5771,1,semuanya hancur guys jadi aku minta tolong sama kalian diluar sana mari sekarang kita bersyukur dgn apa 
5772,0,brader ni hurai pasal gaji ltk dan apa yang dia pernah buat harap budak menteri hadam ishh tak layak betul jadi me 
5773,1,kambing dan ayam pemilik diuruskan sepenuhnya oleh pakkp jadi boleh teruskan kerja sedia ada manfaat dari progr 
5774,1,saya baca ini menitikan air mata disaat warga lombok sangat kesulitan akibat gempa mereka masih sempat gotong royong 
5775,0,sampai sini sajalah persahabatan kita ada kesalahan kita boleh tegur dan maafkan ada pula yang melampaui nilai keman 
5776,0,bro ndak usah dulu pake narasi jualan politik kecap basi tanpa fakta keluarga kami yg merasakan betul dampaknya bencana d 
5777,1,perbedaan inilah setiap orang akhirnya bisa belajar karakter dan kultur orang lain yang berbeda dari dirinya dunia kusto 
5778,1,nabi isa lewat di dpn sklmpk org yahudi mrk mengeluarkan kata2 kotor kpdnya tapi nabi isa membalas dg kata2 santun m 
5779,0,hati2 dgn rezim otoriter orde baru yg berupaya bangkit dari kuburnya dgn menebar isu pki dsb jangan buang waktu deba 
5780,0,malapetaka terbesar umat ini bukanlah bencana bumi tetapi bala yang sebenar ialah agamawan yang hil 
5781,0,saya tdk mencibir bro akan kterlibatan pihak luar anda baca lagi deh kalau anda ngarep bantuan ln lalu anggap k 
5787,1,i suka how the driver didnt even drive pass it but waited for the malayan tiger to finish crossing first lepastu doran 
5788,0,ya samalah tu pak yg namanya nya mengambil punya orang tanpa ijin dan tanpa hak itu penjarahan atau maling namanya 
5789,1,ya allah jika rezekiku masih di atas langit turunkanlah dan jika ada di dalam bumi keluarkanlah jika sukar mudahkanl
5790,1,penampakan chatime di plazaurabaya please buat kalian yang pake jasa mereka hargain mereka ya hal termudah yang bisa kalia 
5791,1,fiksi2018 mengambil tema the power of innovativeociopreneurship bertujuan untuk membangun semangat dan jiwa kewirausa 
5792,0,1 kengototan pemerintah menolak menetapkan status bencana gempa tsunami di lombok ntb dan paluulawesi tengah sebagai ben 
5795,0,tiba tiba kau hadir dan merusak usahaku dan kini aku teringat kembali akan perih hati yang kau buat waktu ini batakdukungjokowi
5796,1,perbedaan aliran musik yang band band penampil ini juga menjadi penguat tema warna perbedaan yang sudah seharusnya 
5798,1,solusi guru yang ada di lapangan praktek pendidikan harus sering2 kordinasi dengan akademisi dan pembuat kebijakan 
5799,1,ya allah angkatlah penyakit dari saudaraku ini agar dia tetap bisa melayani amp menolong rakyatehat amp semangat ya mas 
5800,1,bisa aku juga mau cari kalo ngga dpt dari fansign go 
5802,0,dosen satu ini aku kalo telat bikin salah dikit diungkit2 mulu tapi kalo ada apa apa baru ke aku huft
5804,1,kita memerlukan kekhawatiran untuk mendorong kita bersungguh sungguh bekerja mengatasi kekhawatiran dan kita membu 
5806,1,semakin cinta 2019gantipresiden 2019prabowosandi betapa mulianya hati pak dan sikap seperti ini hanya ada 
5807,1,raja arabaudialman bin abdulaziz menelepon saya berbelasungkawa atas bencana gempa bumi dan tsunami diulawesi tengah sek 
5812,1,orang ini tetap memegang janji dan sedang berusaha menepatinya orang ini bisa dipercaya ftv sctv tadi jam 10 
